text,category
Homosexual me chromosome same rahte h kya,Non-anti-LGBT+ content
 @Tarot Oracle  feeling b dal doge  phir option se wo majboori h y khilwad h sarasar jesa kudrat n banaya except karo wo jo deti h behtar hi hota h samjhe or apna extra gyan apne pas rakho sir,Non-anti-LGBT+ content
फालतू व्हिडिओ,Non-anti-LGBT+ content
"सर, आपने एक बात कही न्यायालय भी मान्यता देगा इसमे लडकी कि क्या गलती कि उसे लडकी ही पसंद हे....
याने समलेंगिक को मान्यता.....
ऐसे सोचे तो भविष्य मे कोई लडका या लडकी को एक दुसरे मे interest ना होके किसी प्राणी जीव मे interest हो sex हो जाये
तो न्यायालय क्या उसे भी मान्यता देगा....
मे किसी भी girls boys या प्राणी या कायदे के खिलाफ नही
लेकीन ये भविष्य मे लोगों के लिये मुसीबत ना बने इसीलिये कुछ अच्छे विचार विमार्श होणा जरूरी हे..... 🙏",Non-anti-LGBT+ content
Sir pahle bhi homo sexual log the,Non-anti-LGBT+ content
 @Babli Thakur  yesab ky ho gya h jo ldki banne ka shauk rakhte h 😂😂,Transphobia
Right,Non-anti-LGBT+ content
Mi 😂😂😂😂😂😂,Non-anti-LGBT+ content
 @Light Yagami  ya Transgender is fine. Natural..but gay and lesbian 50+/100 ...y it's happening.. nobody thinking about this matter...,Non-anti-LGBT+ content
"Sir aap sb hi samjha dete hain...
Koi doubt aane ka chance hi nhi dete....",Non-anti-LGBT+ content
Sahi,Non-anti-LGBT+ content
" @Kat-Katha  yes precisely... btw combination of alphabets (words, शब्द) are not enough to describe ki aap kitna achaa kaam kar rahe ho....!
May LORD bless you....!🙏❤️",Non-anti-LGBT+ content
Wahh sir first time aapke video dekhe aur mind me ek alag hi anergy  paida ho gya.  Sir please make a video after break up. Attraction ko kaise dur kare?  ) please 🤗🤗,Non-anti-LGBT+ content
Bhai what happened to their genital organs ? Vagina kaise hoga ?How can they become woman ? Testicles nikal ke ovaries transplant kia kya ? Aur nakli breast hai ki ke actual breasts hai ?,Transphobia
Yas,Non-anti-LGBT+ content
Bohot sare ladki hai jo ladka bana hai aap YouTube main surch karo mil jayega,Non-anti-LGBT+ content
Sir aapko itni jaankari kaise hoti hai,Non-anti-LGBT+ content
Y chromosomes disorders kasi hota h,Non-anti-LGBT+ content
yaar. a khan sir v na. 😘😘😘😘😘. itta. ashan. ss. samjha. dete. h na. 😊😊😊😊😊😊,Non-anti-LGBT+ content
Ho skti h pr surgical process sai,Non-anti-LGBT+ content
1 shot me samajh gya,Non-anti-LGBT+ content
 @Sushma Rani  ooo bhai Saab lesbian khudko trans mail me convert karna nahi sahta he girl X girls relationship pe he rahna prefar karta he trans issue Thora alag he,Non-anti-LGBT+ content
correct Nisha,Non-anti-LGBT+ content
"O baii😂😂😂😂,
Tum vi videos banana chalu kr do.",Non-anti-LGBT+ content
May be bhut log ko kuchh year baar normal bhi ho jate ho aur opposite gender ko krne lgte ho.,Non-anti-LGBT+ content
" @Nikhil Kadam  🤣oh technical guruji 🤣🤣🤣Youthub par dukhan khol le 
🏳️‍🌈🏳️‍🌈🏳️‍🌈🏳️‍🌈🏳️‍🌈🏳️‍🌈🏳️‍🌈🏳️‍🌈🏳️‍🌈🏳️‍🌈🏳️‍🌈",Non-anti-LGBT+ content
"Hello sir aapse  muje ek request  he  ki 
Aap aapne pure channels  ke bare me  ek alag se video  banaiye sir 
Please",Non-anti-LGBT+ content
Rudhiwadi kya hota hai.. Madam..,Non-anti-LGBT+ content
 @Savage Diva  bevakoofana baat karti ho tum....samajh nahi AA raha tumhe....kisne kaha laakho ka kharcha hai....Hormonal replacement therapy hoti hai uske baad operation...Ignorent ho but still bahas to karni Zaroori Hai na.,Non-anti-LGBT+ content
Gitanjali Ji mem ka no milega kya,Non-anti-LGBT+ content
"Homosexuality is not a disease......
..love is love ❤...don't compare with gender.........",Non-anti-LGBT+ content
"Gyaan daan mahadaan🙏
 App bhut aacha krre ho inko gyaan deke . Taki ye padh likh ker job kren , esa ganda kaam krke apna jeevan janwaro ki treh vyateet na kren 🙏
Inko iss gande naraq se bahr nikalne ka kaam krne ke liye bhut dhanyawad .",Non-anti-LGBT+ content
" @c  
Na ldka na ldki...sla beech wla bna k chhod dete h 
Kya fayda aisi surgery ka ?? 😒😏
Na to wo sperm produce kr skte kr na hi ovum",Non-anti-LGBT+ content
 @Sudhakar  looo aagaya Khan ka baccha😂😂😂,Non-anti-LGBT+ content
"12:23 
Cure ko cure chahiye sir 😹😹😹😹",Non-anti-LGBT+ content
"Thank you very much sir
Bhot achi shiksha prapat hui",Non-anti-LGBT+ content
jannat jahannam aur akhirat pr iman nhi rkhta h...,Non-anti-LGBT+ content
Okk,Non-anti-LGBT+ content
itna kam volume,Non-anti-LGBT+ content
Sir kutiya choodne walo ko kya kahte hai,Non-anti-LGBT+ content
"Bccho ki dhng see parwarish krni chaiyee.

Specially parents ko ladkoo pe zyada nigrani rkhni chahiye, kunki prostitution ki main jad toh yahi log hai. 
Inke hawas ke chakkar mai masoom ladkiyaa kidnap hoti hai. Ur kothe pe patak di jaati hai. 

Ladko pe jab tak control nhi hoga, tab tak ldkiyo ko surakshit mahol nhi milegaa. 
Baaki parinaam sab bhugat rahi hai; rape, gang rape, prostitution yeh sab ab aaam baat hoti jaa rhi hai.",Non-anti-LGBT+ content
No sir mere masi ka ek child transgender hai  but   wo  ghar me rahti hai or wo ek farmer hai,Non-anti-LGBT+ content
Good job bro. Very educational.,Non-anti-LGBT+ content
Great teacher,Non-anti-LGBT+ content
"samjhane k leye kise ko bhee manually bemar bol doge 
shut up",Non-anti-LGBT+ content
"Things that are wrong in chronological order of video-

 Heterosexuality is natural and normal 
And ""male aur female me attraction na ho to gadbad hai"", 

Lealsbianism is not a mental disorder

""Gay ladko me paya jata hai'- ye koi bimari ya  habit nhi hai jo paya jata hai, pls correct your language

Jaise male female attraction ko disorder, mentality, ya alag nhi kaha ja sakta , waise hi male male, female female , trans relationship, asexual , in logo ko bhi disorder, mentality nhi kaha ja sakta",Non-anti-LGBT+ content
 @Ayushman Mishra  Why,Non-anti-LGBT+ content
Hmm v gay hai 😧😔😔,Non-anti-LGBT+ content
Depends,Non-anti-LGBT+ content
Inhone kuch galat nahi keya jo tmlog news bana k bech rahe ho...aurat ya mard hone se pahle  wo log ek human being H...wo jo feel kre..unki aatma jo ban k accha mahsus kre. Wahi banne me samajhdari H..na ki samaj k tucche niyam k anusar jine k leye mazbur hona..agar kisi Larke ko guriya se khelna pasand H or uska favourite colour pink H to tm log hauaa bana dete ho jaise ki usne koi gunhaa kr deya,Non-anti-LGBT+ content
Biology class,Non-anti-LGBT+ content
Sabhi behno ko dil se salaam ☺️🤯😱,Non-anti-LGBT+ content
"एक बात जो साफ है कि LGBTQ community के supporter कुछ दिनों बाद इस वीडियो को हटाने के लिए कहेंगे।
1:00",Non-anti-LGBT+ content
Sir apke samjhane k trike ko mera🙏🙏🙏🙏🙏🙏🙏,Non-anti-LGBT+ content
"Just one thing to clear: homosexuality is not a mental disorder. It's not in your mind. It's in your DNA/GENES.
समलैंगिकता कोई मानसिक विकार नहीं है। यह उस इंसान की सोच नही होती,ये उसके डीएनए में ही होता है,इस पर उसके दिमाग का भी बस नहीं होता।",Non-anti-LGBT+ content
Sir yeh jo ladyboy hote jo harmouns se apna gender change karwa lete hai unka finger print bhi change ho jate hai ya body ki sirf sangrachna ko change karte hai sharir ki banat Ekdom ladki jaisi ho jati par unka bhi penis hota hai,Non-anti-LGBT+ content
😂😂😂😂😂,Non-anti-LGBT+ content
" @Aparajita & Leo vlogs  
agar aapko kisi se pyar nahi milta hai to yah, aapke confidence and psyche ko affect krta hai lekin koi aur aapki life mein aata hai jo aapke pyar ko value deta hai aur aapke liye chinta dikhata hai, to aap pahle ke lie apani feelings ko bhul jate hain aur aage badhate hain, unase pahale ek ke lie apni feelings ko bhule bina ab dusare ke lie or jyada pyar mahasoos karte hai..,..aap is bare mein kya sochate hai?",Non-anti-LGBT+ content
"Bhut acche se samjh me aya sir Ji, Thanku so much",Non-anti-LGBT+ content
Mujhe achchha laga,Non-anti-LGBT+ content
All these vedio about red light areas never reveal who really owns them..,Non-anti-LGBT+ content
Male and female hota h bro..or shemale kuch nahi hota she warna jaldi hemale bhi aajeyaga😁😂,Transphobia
May kabhi bhi mari female friends ki boyfriend se relashion soch bhi nahi sakti .. mari problem hai may kayse samjhau🙏🙏🙏,Non-anti-LGBT+ content
"You're a teacher, didn't expect from you ""ye ek tarike ka mansik rog samjhiye"". I mean you're no one to judge whether an other individual is normal or sick on the basis of their sexuality. That was very disappointing. 💔",Non-anti-LGBT+ content
"L - lesbian
G- gay
B- bi sexual
T - transgender
Q - Quer
Quer किन्नर होता है",Non-anti-LGBT+ content
 @Dhāīsa  pehle likhna to sikho,Non-anti-LGBT+ content
Bhai es topic par to me bhi speech de dunga esme courage ki kya baat h bot ladkiya h jo bebak bolne ko ready h but ye log to famous logo ko he invite krte h.,Non-anti-LGBT+ content
Tomboy hona to thoda bahut patvarish par bhi depend karta hoga,Homophobia
"Hats off sir aap jitne ache ek teacher hai utne hi ache ek insaan bhi hai, Mai bhi es baat se 110 percent agree Karti hu ki Kabhi Kisi ki majburi Ka mazak Nahi urana chaiye.insaan ho to insaniyat rakho",Non-anti-LGBT+ content
 @Karan Kumar  tumhari jo bhi soch ho ye jitne bhi log hai naa is video mein vo sare successful to it doesn't matter now bye,Non-anti-LGBT+ content
Sir bisexual natural hota hai ya mentali hota hai ya  fir dono hota hai,Non-anti-LGBT+ content
"Bahut din se confuse thi,ab clear hua.",Non-anti-LGBT+ content
For me gaurav is awesome not gauri he is very handsome the way he is.... kismat ka khel hai kya karu....,Non-anti-LGBT+ content
Khan sir ka jabab he nhi aesa techer m kabhi m dekha nhi,Non-anti-LGBT+ content
Ek Channel Bana Do ..,Non-anti-LGBT+ content
 @Gameboit  in short yeh logo ki soch dikhata hai ki log kis tarah abhi bhi gaon ko ek unsafe place mantey hai. Jo ladkio key liye safe nhi hai.,Non-anti-LGBT+ content
हमारे कुछ बड़े बडे नेताओं मे भी गे और लेस्बियन है मुझे एसा प्रतीत होता है 😀,Transphobia
Aap mein bahot josh aur himmat hai,Non-anti-LGBT+ content
"गुरु जी हमारे यहाँ बाई सेक्सुअल को नबाबी शौक बोलते हैं।😊
वैसे आप बहुत अच्छा समझाते हैं।।",Transphobia
Nice lecture Sir ji,Non-anti-LGBT+ content
Extra bolta hai bhai,Non-anti-LGBT+ content
Himmat chaiye kuch bhi bolne k liye ....or itne bade platform pr khud khade hokr kehna bahut badi baat hai....bhagwan aapko aapke kaam me her tarakki de🥮,Non-anti-LGBT+ content
Bharat me sexual education dene ki bhut zrurt h logo ko,Non-anti-LGBT+ content
Tera/teri voice kuch ajib hai... Esa lagta hai voice change karke koi ladka bol raha hai,Non-anti-LGBT+ content
You are the best teacher in the world,Non-anti-LGBT+ content
"😍😍😍
Mashallah. 
 Mei roz jata hun GB road",Non-anti-LGBT+ content
Aap apna naam change kar lo BEING HUMAN aap lagte nahi BEING RUDE rakh lo  ...wht a stupid thinking 🙄🙄🙄🙄🙄🙄🙄🤐🤐🤐🤐🤐,Non-anti-LGBT+ content
Ye sab scam h 😂,Non-anti-LGBT+ content
 @Karan Kumar  accha matlab ladka ladki ban jaye iska matlab hota hai gender dysphoria hona aur us me lakhon ka kharcha hota hai ok aur ye koi trend bilkul bhi nhi hai to ye  tumhari taraf se galat hai medical ke taraf se nahi,Non-anti-LGBT+ content
काश आप के जैसे सारे गुरु पढाते।,Non-anti-LGBT+ content
"सर जी नमस्ते,
 मैं आपकी क्लास मे ज्वाइन होना चाहता हूँ, सर प्लीज़ मुझे बताइये कि मैं आपकी क्लास कैसे ज्वाइन होउ।",Non-anti-LGBT+ content
Aap shayad jaante honge,Non-anti-LGBT+ content
Bahut sahi ❤,Non-anti-LGBT+ content
"❤️पहला सुख निरोगी काया,
दूसरा सुख घर में माया ❤️",Non-anti-LGBT+ content
" @ERBIUM  Tumhara dimag or tameez dono kho gya hai....kisi random ladki se aise puch rhe ho itna ghatiya sawal....comment dhyan se pdho maiine likha h I don't like prostitution and its a shameful work...
Wait kahin tum vo aadmi toh nahin jo khud in jb roads m jaata ho ya is work ko support krta ho? Shyd tbhi aisa comment kra h",Non-anti-LGBT+ content
Koti koti naman 🙏🙏🙏,Non-anti-LGBT+ content
First stage of the labour bata dijiye,Non-anti-LGBT+ content
"I think the way you talked about lgbtq was not insightful and it was more disrespectful as you used words like ""Mentally rog/Gaylogy/Heterosexual is normal etc"" how can you say term something mentally rog! It's very disheartening to see how Unaware indians are that our lecturers who should research about lgbtq and then give a lecture talkin' so casually",Non-anti-LGBT+ content
"2.5k dislike वाले है, कौन हैं ये लोग कहा से आते है 😏😏😏.... 
Ye wo है जिनके चैनल पर view नही मिलता, 😜😜😜😁😁",Non-anti-LGBT+ content
Effeminate hum use kehte hai jo ladka ladki ki tarah byabohar karta hai opposite of Tomboy,Non-anti-LGBT+ content
"Bahut hi shandar samjhaya sir ji 
Love 💕💕 you sir",Non-anti-LGBT+ content
sir aapne jo trans gender padane se pehele jo bola vahi baat 100% sach baat bola,Non-anti-LGBT+ content
Mitha 😅😂😂,Non-anti-LGBT+ content
Hahahaha,Non-anti-LGBT+ content
Apko Kuch pata nehi.. Homosexual is not a crime.,Non-anti-LGBT+ content
Parfeat ..baat hai .. love ti,Non-anti-LGBT+ content
Tysm sir ap hmsbhi ko hr field me knowledgeable bna rhe hi.,Non-anti-LGBT+ content
"Battmiji to ye hijde krte h sbse 
Hmne ek baar bahut koota tha doda doda kr 
Battmiji kr rhe the aakr train m 🤣🤣",Transphobia
Sir who is pandit din dayal upadhyay ispe ik clip bna digiye. Jadatar Jo govt. Scheme launch ho rhi hy usme Inka nam rhta hy. Please🙏,Non-anti-LGBT+ content
2:30,Non-anti-LGBT+ content
Ji Mein baat karunga jarur pm. Se don't vary,Non-anti-LGBT+ content
"Actually sexuality and gender are  two completely different things 
Sexuality is to whom you are attached to where as gender is how you identify yourself  and there so many types of gender in the world but what you are explaining is sexuality",Non-anti-LGBT+ content
Sir ap ki voice bhut slow aati h,Non-anti-LGBT+ content
Sir shemale kya hei,Non-anti-LGBT+ content
Last line nhi samjhe koi samjhaega ...pyar ke mohalleee,Non-anti-LGBT+ content
😂🤣,Non-anti-LGBT+ content
Sabka apna sochna h mujhe to esa hi lagta ukhad lo jo ukhad sako apna extra gyan apne pas rakho..,Non-anti-LGBT+ content
Tik tok wale samrat?,Non-anti-LGBT+ content
Bahut gjab sir kitni uljhi baat ko aapne easy way mein samjha diya really good job sir,Non-anti-LGBT+ content
Sir aap ke pas kitna Sara gnyan hai,Non-anti-LGBT+ content
Aap jaisa to koi nhi h teacher sir aap smjhate h to sb aa jata h,Non-anti-LGBT+ content
 @Fedo Dedo  u r judgemental if u think after jai hind he should use  indian flag,Non-anti-LGBT+ content
Finally someone said it 🙏,Non-anti-LGBT+ content
 @Stealth Ragnarr  😆😆 sahi hai bhai 😂😂🙏🙏🙏,Non-anti-LGBT+ content
"Sir intersex wale ko vagina aur penis dono hai , to wo bachhe paida kar sakta hai kya..?",Non-anti-LGBT+ content
Godse patriotic tha,Non-anti-LGBT+ content
😂😂,Non-anti-LGBT+ content
Great..... Very well explained......,Non-anti-LGBT+ content
Aur jo Sadi hi nahi karna chahta single life me interested h to usame kya h,Non-anti-LGBT+ content
Sir kuch ma English ke bare mein bata dijiye ki questions kese prepare krien achi percentage kese lein,Non-anti-LGBT+ content
यह विदेशी रीति रिवाज परंपरा भारत को ले डूबेगी कृपया इस पर ध्यान ना दें।,Non-anti-LGBT+ content
 @A..D..  hello ji namaste ji,Non-anti-LGBT+ content
sir aap ise mental bimari batana band kijiye,Non-anti-LGBT+ content
Lesbian k sath sambandh banane se bachhe hote hai ya nahi Gay k penis me tanaw aata hai ya nahi ye to bataya hi nahi....jo bataya wo to common information hai...,Non-anti-LGBT+ content
" @Belugay  nothing should be forced to accept or not personal choice
Jo jisme sukhi",Non-anti-LGBT+ content
Sir aap bahut funny ho 🙏🙏🤗🤗,Non-anti-LGBT+ content
Phla insaan jo esi batein bhi bta rha h to bhi kuch ghinn nhi aa rhi ...mind positive hi h🙏👍thnx for teaching youth these things without vulgarity🔥🤘lot of respect sir ..i dont want to see any web series in my life but u gave all the info for knowledge purpose ✔️✨,Non-anti-LGBT+ content
Ha to ban ja kis me roka,Non-anti-LGBT+ content
"Mard the tabhi thik the abhi kitna bhayanak lagte ho 
Itna hi hai to ladke ka hi gene implant karlo na q itni magaj maari BC",Transphobia
Muje to pata hi nhi tha Aisa bi hota hai.....,Non-anti-LGBT+ content
"Mujhe padhai chhode 14 sal ho gaye, lakin koi bhi bat samajh me nhi ata to, mai apki video serch karta hu aur100% satisfied hota hu,, i love khan sir, bhagvan apko bahut lambi umar de🙏🙏",Non-anti-LGBT+ content
Sir aapko ek din jaroor Bharat ratana milega.,Non-anti-LGBT+ content
"खान सर बहुत ही अच्छे टीचर है 
और हमारे एमपी में उनके वीडियो  
बुजुर्ग भी देखते हैं
अब बताइए बुजुर्ग किसकी तैयारी नहीं कर रहे हैं फिर भी उनके समझाने का अंदाज इतना अच्छा है कि उनके वीडियो को भी बुजुर्ग पसंद करते हैं और हम तो करते ही हैं",Non-anti-LGBT+ content
"Sir 
1.  जो male के शरीर के साथ जन्म लेते हैं, पर मानसिक रूप से female होते हैं या जो female शरीर के साथ जन्म लेते हैं पर मानसिक रूप से male होते हैं। उन्हें क्या कहते हैं?

 2.   transgender and transexual मे क्या अंतर होता है?",Non-anti-LGBT+ content
Ayush ansh is gay,Homophobia
Mast bola bhai ji aapne,Non-anti-LGBT+ content
Chootya hai ye,Non-anti-LGBT+ content
Phli baar Jana,Non-anti-LGBT+ content
Roop,Non-anti-LGBT+ content
Sir plz aap cyber law ke bare me kuch btaye plz,Non-anti-LGBT+ content
Bhot Accha padhate h sir kas me bhi Patna me rhe rha hota me isne hi tution karta,Non-anti-LGBT+ content
Correct 👍,Non-anti-LGBT+ content
NAUZUBILLAH!!,Transphobia
Ha gb rod 😜😜😜 sehi sikha h tum jesio ne hunar dhokhebazi ka,Non-anti-LGBT+ content
Swapnal shinde kaha se khubsurat dikhti hai .jis gay ke pas paisa hai change ho ke lady ban jata hai .hadd hai yr ..aaj se 100 saal ya pehle kyo ni yeh paida hote the ..kehte hain bhagwan ne yeh kiya hai .hoti apni galti hao,Homophobia
Now This Is What We Called Padha Likha Gawar,Non-anti-LGBT+ content
ACEapp hai Asexual demisexul lgtbq gay lesbian community ke liye 😘😘😘☺☺☺💃💃⚘,Non-anti-LGBT+ content
Inter se×,Non-anti-LGBT+ content
"Sir tomgirl bhi hota hai kya

By the way thank you sir .",Non-anti-LGBT+ content
" @Moni Mishra  tum kar wa lo, tum ko dimag bhi change kar wane ki jarurat h👻",Non-anti-LGBT+ content
Sir ladki Xx gunsuter boy XY gu suter se y kinner kon se gu suter se bante h please reply jarur karna,Non-anti-LGBT+ content
Es par apki sabi video hai?,Non-anti-LGBT+ content
Sir inter sex me bache peda hote he ya nahi,Non-anti-LGBT+ content
"Tomboy explaination 🤣🤣🤣 bahut badmaashi karegi kudegi fandegi, 😄😄",Non-anti-LGBT+ content
Aapko interst h homosexual me,Homophobia
😂😂 and I'm a Gay,Non-anti-LGBT+ content
App great he,Non-anti-LGBT+ content
"Amawas ki rat sooryagrahan... 
🤣🤣🤣🤣🤣🤣🤣🤣🤣
Thank you Sir...",Non-anti-LGBT+ content
बहुत ही सुन्दर तरीके से एक्सप्लेन किये सर 🌹🌹🌹🙏🙏🙏🙏,Non-anti-LGBT+ content
Good,Non-anti-LGBT+ content
Indira Gandhi tomboy thi,Non-anti-LGBT+ content
Wo shayad isiliye k sir ko on the spot ek dam se samaj nhi aaya k kya sab use kiya jaye is ko samjhane,Non-anti-LGBT+ content
 @Dangerous Khiladi  hmm vo to hai..,Non-anti-LGBT+ content
There is number of tomboy in my school 🏫😂😂🙄,Transphobia
Heterosexual hai toh normal hai vrna gadbad hai ... (at 1:10).  Just woow initiation of the topic 🙌🏻 thoda gender equality and normalcy abnormally  pr bhi padh lijiyega 🙂,Non-anti-LGBT+ content
 @Karan Kumar   lol 😂 jawab to hai ni tere pass lmao kya bolega,Non-anti-LGBT+ content
ḿéŕé Ĺíńǵ ḿéíń táńáv ńáhíń áátá thá áúŕ tíḿíńǵ bhí ḱáḿ thí éḱ dőćtőŕ ḱá ńúḿbéŕ ḿújhé ӲőúTúbé ṕéŕ śé Ḿíĺá dőćtőŕ ḱá ńúḿbéŕ ⁹⁰⁸⁴²⁷⁶⁶³⁵  íś dőćtőŕ ńé ḿújhé 1 ḿáhíńé ḿéíń ḿújhé bíĺḱúĺ thééḱ Ḱáŕ Díӳá áb.,Non-anti-LGBT+ content
"Shemale v hoti hai 1, girl with penis",Non-anti-LGBT+ content
Godse sesh bhakt tha,Non-anti-LGBT+ content
"Sir , sperm ki age 5-6 days nhi HOTI kya?????????? Apne 20mint btaya tha!",Non-anti-LGBT+ content
ye sb mental disorder h sb chutiyapa h,Transphobia
दिल से धन्यवाद सर जी आप को. आप ज़ेसा इंसान दुनिया में और नहीं हैं... हमे गर्व है आप पर,Non-anti-LGBT+ content
Really a good knowledge,Non-anti-LGBT+ content
22 -23 saal ki ladki 😂😂,Non-anti-LGBT+ content
Sir ham aap ki classes join karna chahti hu,Non-anti-LGBT+ content
Sir can inter sex produce both sperm and ovum ?,Non-anti-LGBT+ content
" @Dungar Mohiwada  नहीं, गौ माता का खाए 🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣गौ माता के मांस में बहुत ज्यादा प्रोटीन खनिज लवण होते हैं (etc)",Non-anti-LGBT+ content
Don't think like tell by teacher use your own thoughts,Non-anti-LGBT+ content
"Trans gender - ex- faisu, riyaz 😂",Transphobia
Kr skte h..,Non-anti-LGBT+ content
Sir aise to kisi ka murderer mentality ho to usko maaf krr dena chaiye kyuki uska kya glti hai,Non-anti-LGBT+ content
Khan sir is friendly teacher 😁😁😁😁 you are god gifted. Jai hind sir🙏🚩🚩🚩,Non-anti-LGBT+ content
I think ..Ye dimaagi bimaari h..or Kutch nhi,Transphobia
Me bhi confusing tha ab samjha hu ese sahi se....Thanks khan sahab,Non-anti-LGBT+ content
Ye lyf h hmari apni jisko jesa psnd vese jiyo ....mar mar k kya jeena khul k jiyo .....injoy your lyf ....dil dhadkne do💞,Non-anti-LGBT+ content
Thx Khan sir aaj hum ko malum pada ye sub aache se,Non-anti-LGBT+ content
"Sir aap bhut accha pdhate h sir .... I am ur biggest fan 
I want to be an IAS .jab hum ias banjyenge to sabse pehle aapse aaake milenge sir ......",Non-anti-LGBT+ content
Aunty tum kahan se naaya maal lagti ho😂,Non-anti-LGBT+ content
Sir g. Agar koi lesbian girl boy se relationship banane k baad bachha paida kr sakta hi??,Non-anti-LGBT+ content
 @Aravind Sarkar  kya hua 🧐,Non-anti-LGBT+ content
Modi rojgaar do ka mudda par bhi video banayee,Non-anti-LGBT+ content
"Army purple bts ji, aap pakka koi immature teenage ho, K-pop fan please use mind don't try to show maturity by over maturity",Non-anti-LGBT+ content
Ye bhi upsc me aayega kya ?,Non-anti-LGBT+ content
Agreed,Non-anti-LGBT+ content
Fb id me check karlena,Non-anti-LGBT+ content
 @Akmal Khan  ye hi mai bola mere bhai,Non-anti-LGBT+ content
 @Kaintura ji  Same! i am bi too!,Non-anti-LGBT+ content
1 ghanta ka 2000 jada h madam kum kro,Non-anti-LGBT+ content
abse hum train me kinnaro ko paise denge.. !!..,Non-anti-LGBT+ content
Homosexuality is not a mental disorder,Non-anti-LGBT+ content
वाकई मे खान सर क्या लिखा जाए आपके बारे मै जितना लिखू उतना कम है। पुरा Dout Clear कर दिये।  Jai Hind 🇮🇳 Sir.।  आप इतिहास हमेशा अमर रहेंगे। Love❤ u......,Non-anti-LGBT+ content
"Ha bhai , unko sirf chakkey korean boys psnd h",Non-anti-LGBT+ content
Lesbian ho Kya 🤣🤣..,Homophobia
"It's a mansik rog, nothing else. Unemployment se yehi sab hota hai.",Non-anti-LGBT+ content
Mujhe insab ko lekar bahut confusion hai,Non-anti-LGBT+ content
agar kisiko koi chij me attract nehi hai toh kya kahenge ???,Non-anti-LGBT+ content
Sir aap bhut achhe ho,Non-anti-LGBT+ content
Sir sar ISI tarah se video banakar dalte rahiyega kyunki ham log ko padhne asan  hoga ham log Patna ja to nahin sakte please,Non-anti-LGBT+ content
Sir  apne she male ka nahi bataya,Non-anti-LGBT+ content
Agar aise bachho ko accept kare aur support kare toh vo bohot successful honge.. Apni soch badalna hai sabko Transgender and homosexuality k prati,Non-anti-LGBT+ content
mam apne bola come here pyar ke mohalle mai bhot pyar milega .. I will tell you one story i went there with two of my friends just to see how g b road looks. then when i and my friends reached there they both decided to go there first and I will go after them just to see how it looks. then suddenly they came with a sad face back. i asked them what happened they told me that their money got stollen by two of the ladies and both of the ladies blocked there path and stole there money by showing knife in her hands. the lesson I learend that i will not go there in future.,Non-anti-LGBT+ content
Meri school teacher se shadi kr lijiye sir,Non-anti-LGBT+ content
Yaha dar lagne laga hai mujhe,Non-anti-LGBT+ content
 @Pushpa  pahadi kitchen  Haan pta h,Non-anti-LGBT+ content
Apni sound quality to sahi krle bhai,Non-anti-LGBT+ content
 @Priyanshu Kashyap  kyu kii Muslim community mein homosexual accept kabhi nahin kiya jata ... Aur otherwise I respect each and every religion 🙏😠,Homophobia
Moulana madarse  ke  bachho ki  piche se thukai kyu karte esi ke uupar q nahi bol te o bhi to homo sax ho hai na,Non-anti-LGBT+ content
Bi sexual to 90 per cent mil jayenge apko,Non-anti-LGBT+ content
"Transman kya hai ?
And transwoman kya hai 🙄?",Non-anti-LGBT+ content
Wha  sir aap ko Salaam hai,Non-anti-LGBT+ content
When she said I am a Ghanaian why my brain said Mohandas Gandhi bhi scammer tha😅😂,Non-anti-LGBT+ content
Bahut achha se samjhate hai sir aap.,Non-anti-LGBT+ content
बिलकुल नॉर्मल ढंग से समझ गए,Non-anti-LGBT+ content
Me ek ladki hu per mujhe ladhko jaise rehna acha lagta hai,Non-anti-LGBT+ content
yeh ek ganwar hai isliye,Non-anti-LGBT+ content
Nahi dega to pit deta hai 😆😆😆😆😆,Non-anti-LGBT+ content
"This girl is so graceful, har ladki kuchh bhi na sunn kar bas inke expressions, politeness and the way she's talking par dhyan de toh ye interview dekhna worth ho jaega 
❣",Non-anti-LGBT+ content
Agar koi ladka ladki ke sath se karna chahta hai aur ladke ke sath sex karna chahta hai krana nhi chahta karna chahta hai to vo kya hai,Non-anti-LGBT+ content
 @Sheikh Salman  yup mean,Non-anti-LGBT+ content
Sir aap is video ke starting me jo muskurake ke bole n us time bahut acha laga 😂🙏🙏,Non-anti-LGBT+ content
Sound toh aa hi nahin raha,Non-anti-LGBT+ content
 @NEERAJ CHOPRA(REAL ID)  😂 haha nice joke....  mai ek transsexual hu so i know better...transgender k explanation glt tha..,Non-anti-LGBT+ content
"Happy to see that some teachers give sexual education to their students... because in this century no one gives sexual education 
Thank you sir🙏",Non-anti-LGBT+ content
Yha pr koi gay h 😀😀,Homophobia
" @Arbina Khan  It's not a disease it's normal various studies have proved it so don't worry about that just like a man gets attracted to  girl, a man can also get attracted to a man so a girl can also don't worry it's normal",Non-anti-LGBT+ content
शायद queer उन लोगो को कहते है जिनको किसी के भी साथ सेक्स करना अच्छा नहीं लगता,Non-anti-LGBT+ content
"Thanks sir ji itne acche se clear karne k liye
Keep growing & luv from delhi❤️",Non-anti-LGBT+ content
Jism ladki Ka aur ling purush ka use kya kehte Hain?,Non-anti-LGBT+ content
