text,category
"Lgbtq la courtani and gov ni acceptance dila tar toh minority virodhtla nirnay hot nahi ka, tyanchya bhavana ya mule dukhvlya gelya tar ya var appla kay mhanne ahe..",Non-anti-LGBT+ content
हनिमुनला आता एकमेकाची गांड मारुन खेळा.... 🙆😂😂😂....,Homophobia
"LGBTQ च्या प्रत्येक व्यक्ती ला जगायच हक्क आहे✌️..आपण कोण कोणाला वाईट बोलणारे??नाव ठेवणारे????त्यांची जिंदगी ते जगतात आपण का वाईट बोलून त्यांना दुःखी करायचं ...जगा, जगू द्या🙏त्यांना ही.....

",Non-anti-LGBT+ content
"Didi tumhi khup chan ahat....😘😘😘

",Non-anti-LGBT+ content
Khup Chan mahiti dili dhanyawad 🙏,Non-anti-LGBT+ content
किन्नर समाजाला त्यांच्या हक्काचे स्वातंत्र्य मिळाले पाहिजे,Non-anti-LGBT+ content
1  number super dada 💐💐💐👍👍👍👍👍👍,Non-anti-LGBT+ content
 @Tukaram gavate tuza gharchana ha paryay sang lvdya,Non-anti-LGBT+ content
caina tr 6 nambar ahe apn tr mharastrat janm ghetlay  marda sarke rha nighale gand marayla ekde mutya mara ghari basun,Homophobia
Mulinch prman jast wadhlay,Non-anti-LGBT+ content
Rauf Khan ते तुम्ही सांगायची गरज नाही....शहाण्या माणसाला सर्व समजते…,Non-anti-LGBT+ content
"समलैंगिक संबंध म्हंटली कि लोकांच्या डोळ्यासमोर एकच चित्र उभे राहते ते म्हणजे संभोग....
पण ते तस नाही काही एकमेकांच्या भावना समजून घेऊन नातं तयार करणं ही वेगळी गोष्ट आहे.जसे तृतीयपंथिना या देशात राहण्याचा अधिकार आहे तसा या लोकांना हि असला पाहिजे.आपण दुसऱ्याच्या life मध्ये झाकू नये.....",Non-anti-LGBT+ content
म्हणतात ना प्रेम आंधळ असत. बाळू मित्रा तू खर करुन दाखवलंस . तु जगताला सर्वात मोठा आणि खूप चांगला निर्णय घेतला आहेस. तुला खूप खूप शुभेच्छा तुमच्या वैवाहिक जीवनासाठी. 💝💝💖🙏,Non-anti-LGBT+ content
"खुप सुंदर विचार दोघांचे 
नांदा सौख्यभरे",Non-anti-LGBT+ content
सांगेन नाही अगोदरच माहित आहे साहेब तुम्हाला. राहायला विषय प्रेक्षकांचा ते तर केंव्हाच ओळखून आहेत.,Homophobia
Nice mla pn 😘😘 payje,Non-anti-LGBT+ content
Ata kadtay you tube channel 😂😂🤣🤣,Non-anti-LGBT+ content
खूप खूप अभिनंदन दोघांना,Non-anti-LGBT+ content
नाही भाऊ त्या पोराचं समोर अवघड होईल 🙂,Non-anti-LGBT+ content
chhotya he ky,Non-anti-LGBT+ content
Shriramadas W. Mag aside na. Pegvin Ani Yacha laun dya,Non-anti-LGBT+ content
आता हेच होनार मुलीचं भेटायला तयार नाहीत,Transphobia
"न्याय पालिकेला सरकारला आता मनोशास्त्रज्ञांकिते पाठवण्याची वेळ आलेली आहे. साल्यांनी जे कायदे तयार केले पाहिजे होते ते केलेले नाहीत आणि जे कायदे लज्जास्पद असतात, देशाच्या विनाशाकिते जाणारे असतात त्या कायदे लवकरच तयार केले जातात",Homophobia
"माझी या जगाशी ओळख झाली त्या वेळी म्हणजे १९९०च्या दशकात, समलैंगिकतेबद्दल भारतात सर्वसाधारणपणे प्रतिकूल वातावरण होतं. शतकानुशतकं ज्यांच्यावर अन्याय झाला, ज्यांचा आवाज दडपला गेला, हक्क हिरावले गेले अशा दलित, स्त्रिया, आदिवासी इत्यादी घटकांचे प्रश्‍न सोडवण्यासाठी स्वतंत्र भारताच्या चाळीस वर्षांत संघटना उभ्या राहिल्या होत्या, चळवळी सुरू झाल्या होत्या. सामाजिक कार्यकर्त्यांच्या जोडीनं खुल्या विचारांचे बुद्धिजीवी, कलाकार, पत्रकार यांत भाग घेत होते. सरकारवर दबाव आणत होते. अल्पसंख्याकांच्या प्रश्‍नांबद्दलही त्या सर्वांना सहानुभूती वाटत होती. आणीबाणीनंतर घटनेत नमूद केलेल्या व्यक्तिस्वातंत्र्याविषयी व प्रत्येक नागरिकाच्या मूलभूत हक्कांविषयी समाजात अधिक जागरूकता होती; पण समलैंगिक मात्र अल्पसंख्य, अन्यायाचे बळी असून, त्यांचे मूलभूत हक्क हिरावले गेले असूनदेखील उपेक्षित व अंधारात राहिले. एकदा स्त्रीमुक्ती चळवळीशी संबंधित एका प्रसिद्ध कार्यकर्त्रीला ''तुम्ही स्त्रियांच्या प्रश्‍नांबरोबर लेस्बियन्सचे प्रश्‍नही हाती घेता का?'' असं मी विचारलं. यावर त्या बाई म्हणाल्या, ''छे! तो तर वरच्या वर्गातल्या बायकांचा प्रश्‍न आहे. आम्ही ज्या बायकांबरोबर काम करतो, त्यांचा नाही.'' ही त्यांची समजूत साफ चुकीची होती, हे अर्थात मला पुढे कळून चुकलं. (आज मात्र परिस्थिती बदलली आहे. स्त्रीमुक्ती चळवळीत काम करणार्‍या अनेक कार्यकर्त्या एलजीबीटी चळवळींत सक्रीय सहभाग घेतात.) वास्तविक समलैंगिकता दुनियेतल्या सर्व वंशांत, खंडांत, आर्थिक घटकांत, सामाजिक स्तरांत, जाती-जमातींत, तसंच धर्मांत सापडते. पाश्‍चात्त्य-पौर्वात्य, श्रीमंत-गरीब, शहरी-ग्रामीण अशा सगळ्या समाजात अस्तित्वात आहे. अगदी प्राचीन काळापासून आजपर्यंत.

समलैंगिकता मूळ भारतीय नाही, तर ती पाश्‍चात्त्य संस्कृतीतून आपल्याकडे आली, असं आपले संस्कृतिरक्षक सांगतात; पण तेही खरं नाही. प्राचीन भारतीय संस्कृतीत समलैंगिकता प्रचलित असल्याचे पुरावे पुरातन शिल्पांमध्ये व ग्रंथांमध्ये संशोधकांना सापडले आहेत. उलट ज्या नीतिमत्तेच्या कल्पनेतून समलिंगी लोकांवर हल्ला चढवला जातो, ती बुरसटलेली नीतिमत्ता राणी व्हिक्टोरियाच्या काळात आपल्यावर लादली गेली, तेव्हा खरंतर ही नीतिमत्ताच पाश्‍चात्त्य आहे!

समलैंगिकांबद्दलच्या चुकीच्या कल्पनांची यादी लांबलचक. अशी माणसं ठरावीक (बायकी?!) क्षेत्रांत वावरतात, ही अशीच एक गैरसमजूत! वास्तविक, समलिंगी माणसं कुठल्याही क्षेत्रात सापडतील. ती डॉक्टर, इंजिनीअर, वैज्ञानिक, राजकीय पुढारी, अर्थतज्ज्ञ, बँकर, पत्रकार, खेळाडू असे कुणीही असू शकतात. पोलिस, सैन्य वगैरे 'पुरुषी' क्षेत्रांतदेखील ही माणसं आढळतात. कला, फॅशन, जाहिरात यांत वावरणारे अनेकदा ओळखू येतात. प्रस्थापित क्षेत्रांत, करीअरवर घाला येऊ नये म्हणून बहुतेक जण समलैंगिकता लपवतात. देशातला समलैंगिकतेबद्दलचा कायदा, समाजातली सहिष्णुता यांवर या लोकांचं 'प्रकाशात येणं' बरंच अवलंबून असतं.

इतिहासात अनेक प्रसिद्ध समलिंगी व्यक्ती होऊन गेल्या. उदा. 'मोनालिसा' या प्रख्यात चित्राचा जनक लिओनार्दो दा विंची. चित्रकला, शिल्पकला, वास्तुशास्त्र, विज्ञान अशा सर्व तर्‍हेच्या विषयांतलं त्याचं श्रेष्ठत्व आज सहाशे वर्षांनंतरदेखील अबाधित आहे; पण त्याच्या काळात (पंधराव्या शतकात) इटलीतल्या कायद्याप्रमाणे, समलिंगी असल्याच्या आरोपावरून त्याला त्रास देण्यात आला, धार्मिक चित्र रंगवण्यास मनाई करून त्याचा अपमान करण्यात आला. एकोणिसाव्या शतकात ऑस्कर वाइल्ड या थोर आयरिश लेखक-नाटककाराला तो समलिंगी असल्याचं उघडकीला आल्यावर व्हिक्टोरियन कायद्यानुसार तुरुंगवास भोगावा लागला; पण विसाव्या शतकाच्या उत्तरार्धात जेव्हा मार्टिना नवरातिलोवा या प्रसिद्ध टेनिसपटूनं आपण लेस्बियन असल्याचं जाहीर केलं, तेव्हा अनेकांच्या भुवया जरी वर गेल्या, तरी तिला क्रीडाजगतातआणि त्याबाहेरही मानाची वागणूकच मिळाली. 

( अमोल पालेकर यांची पत्नी चित्रा पालेकर यांच्या इंटरव्ह्यू मधील हा भाग आहे )",Non-anti-LGBT+ content
"जो भविष्यात ( पुढे आपणास कसं व्हायचं / काय करायचं या सर्व विचारात ) रत असतो तो भरत ! सान्वी म्हणजे पार्वती , स्नेहपूर्ण पार्वती !!! तू कुठल्या नावाने आहेस वा कुठल्या रुपात आहेस याच्याशी माझं मन चिंतन करत नाही !! गुणांचा व लिंगाचा संबंधच नसतो !! सद्गुण कुणातही नांदतात !! गरज ओळखणार्‍याची आहे. 

पापण्यांनी खूप जपले आसवे सांभाळणे
फक्त सुटला भावबंध शूल हा सांभाळतांना ।।

एवढे सगळे होतांना माझी आठवण फार उशीरा आली ना ! मी अपराधी असल्यासारखं वाटतंय ! एक सांगतो , "" जो अश्रू साठवून जगाला आनंद देतो ना त्याकडे बघण्याची जनार्दनाची नजर वेगळी असते गं ! "" घाबरु नकोस . तू ही आनंदानं जग . जो आपल्या गुणांनी जगाला आपलं करतो , जग त्याचं असतं . तुला आनंदानं रहात , आनंद देत मोठं व्हायचंय आणि मला ते पहायचंय . माझे आशिर्वाद सदैव तुझ्यासोबत आहेत , याचा विसर पडू देवू नकोस. 
शुभंभवतु।",Non-anti-LGBT+ content
"अशे फालतूचे निर्णय घायला वेळ आहे सुप्रीम कोर्टाकडे पण आता जी जातीवाद चालू आहेत ,हा आरोपी तो आरोपी ,खालची जातीचा वरचं जातीचा फालतू लोक आहेत अजून पण मला तर वाटायला लागले आहे सरकार मुद्दे पण अशेच भरले आहेत वाटायला लागेल आत्ता,😊बलात्कार, मर्डर ह्यासारखे केस वर्षानूवर्षे रखडट ठेवतो. कधीतरी गरिबांसाठी पण लवकर निर्णय घेत जा म्हणाव...",Homophobia
काय ऐकायला भेटलं त्याचा तपास नाय,Non-anti-LGBT+ content
Omg Kay bhari bollay tai really appraciatble🙏👍,Non-anti-LGBT+ content
हाय निकिता तुमचा फोन नंबर वगैरे पाठवणार का तुमच्याशी बोलण्याची तुमच्याशी बोलण्याची खूप इच्छा होत आहे प्राऊड फील येत  खूप इच्छा होत आहे बोलण्याची,Non-anti-LGBT+ content
काय बोलावं ते च कळत नाही,Non-anti-LGBT+ content
असाच मॅसेज समाजात पोंहचू नये. ज्या पत्रकार ने ही बातमी आणली टी.व्ही. वर त्याने यांचा पूर्ण संसार होईपर्यंत सोबत रहावं कारण पुढे काही ही होऊ शकते पण तुम्ही त्या वेळी मी दाखवलेली बातमी खुप चांगली होती असं तुम्हाला म्हणता यावे बस येवढंच.,Transphobia
"Tu kon fatke denara 
Jallad salya  kiti tiraskari aahes tu 
Shii",Non-anti-LGBT+ content
निसर्ग चक्र बिघडवू नका रे बाबा.,Transphobia
चांगल्या लोकांपेक्षा या व्यक्तीचं नॉलेज खूप जास्त आहे,Non-anti-LGBT+ content
are tu babycha pic kala ahe!! k k mala samjla u want to say ki its my dogs baby in ur stomach.,Non-anti-LGBT+ content
गणपती बाप्पा मोरया जय कर्तिकाय नम: जय शंकर जय भैरवनाथ जय मल्हार जय मातादी हर हर महादेव,Non-anti-LGBT+ content
हे पन एक जीव म्हणुन पाहील तर बर होईल. गरज आहे ते आपल्यातले  माणसातले नंपुसंक विच्यार बदलन्याची तरचं याना आपला हक्क भेटेल .,Non-anti-LGBT+ content
सपना तुझं पण आभिनंदन,Non-anti-LGBT+ content
तुमची प्रगती अशीच उत्तरोत्तर होत राहो🙏🙏,Non-anti-LGBT+ content
Gay marriage ahe te,Transphobia
"0:19 Aisle मध्ये म्हणजे ऐल तटावर 😅

",Non-anti-LGBT+ content
La hawla wala kuwata illah Billah..lanat ho Tum dono par.,Homophobia
Are tula kas suchat re he pan khupch mast jya goshti  mhit nahit tya samajlya god you.,Non-anti-LGBT+ content
 @saylilambade6504  सायली नाही  राहिली गरोदर तर काही हरकत नाही  काही महिलां  ना ही नाही  होत मुल बाळ,Non-anti-LGBT+ content
बाळू आणि सपना दीदींना पुढील आयुष्यासाठी हार्दिक शुभेच्छा,Non-anti-LGBT+ content
बीड मध्ये हेच ..... कमी  होतील 💩💩💩💩💩💩💩💩💩💩💩,Transphobia
खुप सुंदर विषय सादरीकरण 👏,Non-anti-LGBT+ content
"Aaj Marathi kidyani khar dhakhavlay 
LGBTQIA+ 
Lokhani aapla vichar badla desh badlel",Non-anti-LGBT+ content
Lagn kara ani sath pan nibhawa,Non-anti-LGBT+ content
Hech rahil hoat,Non-anti-LGBT+ content
विवाह म्हणजे दोन शरीराचे मीलन असत तर ते कस करत असतील हे दाम्पत्य ..शेवटी शरीराची भूक कशी पूर्ण करत असेल हा मोठा प्रश्न आहे,Transphobia
Evdha bharamsath knowledge ahe yanchya kade hakk ahe Yana manach kam karycha hakk dilach pahije,Non-anti-LGBT+ content
राहायला असरा दिला आणि तिथून सुरू झाली प्रेम कहाणी,Non-anti-LGBT+ content
वीडियो पाहिल्यानंतर शेवटी त्यानी म्हणल्याप्रमाणे खरच ह्या सर्वांसाठी मनातून टाळी वाजली 👏👏,Non-anti-LGBT+ content
नवीन काहीतरी सांगा ताई गद्दार टोळीत गेल्या का.....?,Non-anti-LGBT+ content
 Dnyanu Jadhav डबल door फ्रीज घेतला वाळूने,Transphobia
"त्या सर्व जणी किती आनंदात आणि खुशहाली मध्ये जगत आहेत ! 😊 उत्तर पण अगदी सौम्य, सामंजस्याने देत आहेत",Non-anti-LGBT+ content
खूप छान गौरी ताई 👍👍👌👌,Non-anti-LGBT+ content
Ata part cha sarvat mst video tumchya channel varcha.. mi barech video pahile tumche pn ha kharch chan hota,Non-anti-LGBT+ content
"maa durga yaat tujhi marjhi asel.tuch saubhghyach vr de.
bakhi kay bolach",Non-anti-LGBT+ content
Rajiv Shirsath polio nahi re mitra... Tula aata kasa samjavu... Kahi mulache hat pay janmatah adhu astat... Kahi lokanna 1 bot jasta asto... Kahi mulana botach nastar... Te sarva genes ani chromosome var depend asta…,Non-anti-LGBT+ content
"Exactly ....Yache tiktok videos bagha

",Non-anti-LGBT+ content
तरी म्हनताेय अजुन रामकदम आलाय नाहय 😜,Non-anti-LGBT+ content
"Bhau tu khara hero .... Prem ani paisa jithe thithe ankhi kaay magav .... 
Pan asa nirnay gyayala khup dhadas lagat....",Non-anti-LGBT+ content
तुम्ही काहीतर दबाव टाकत आहे प तो शांत आहे तो शांत आहे,Non-anti-LGBT+ content
हलकी फुलकी ny ते हलगी आहे 🤣🤣,Non-anti-LGBT+ content
कुठे नेऊन ठेवला पक्ष माझा (पक्षी माझा) 😅😂,Non-anti-LGBT+ content
अभिनंदन तुम्हाला दोघांना,Non-anti-LGBT+ content
"He sagal thiky o pn pudh kay 😅
Future mdhe prblm hoil ekmekancha 💯",Transphobia
je hasat ahet hya video var te actually transgender asayla have hote. Mg koni tumchyavar hasla ki kas vatte baghav.sarvanna life tyanchya padhatine jagaycha freedom ahe so mind your own business tumhi khush raha dusryanna khush rahudyat ugach konachi masti karnyat tyanchya feelings hurt kru nka ani atahi koni offence karat asel tar dev tumhala transgender bal devo mg baghuyat tumhi kay karta te 😄❤,Non-anti-LGBT+ content
या ट्रान्सजेंडर मुळे पूर्ण जग ग्रस्त झालाय आता हे पागल महाराष्ट्रातही आले.. हे नकोय राव आपल्या देशात..!,Transphobia
लय भारी आहेत ताई,Non-anti-LGBT+ content
कोन कोनाला झवनार,Homophobia
"ख़रच बरखा मस्त आहे 
पण अस्या माणसाना पन चान्स दिला पाहिजे",Non-anti-LGBT+ content
म्हणजे तो गुड आहे...... आधीच ओळखले होते☺️😊,Homophobia
आता खरी वेळ आली आहे....पृथ्वी सोडून मंगळ ग्रहावर जाऊन बटाटे लावायची🚀,Homophobia
Tumhi  pori lagn  karayla  evdhi  natki  kartayet...shikshan  paisa  kartatet....mhanunach  samlingi  mulanchi  sankhya  vadhtey,Non-anti-LGBT+ content
Aai saheb sanjay dada ekda ABP cha kattyvr yaa.. sho pahyla awdel .. mast bolalat aaht n ek no khrcha hushar ha,Non-anti-LGBT+ content
" @iuvs9641  Aagadi Barobar Boltay Tumi

",Non-anti-LGBT+ content
काय फालतू पणा चालू आहे,Transphobia
Vijaya Vasave mazhi gavatli ahe ani me tila changli maitrin manto,Non-anti-LGBT+ content
समाजातील काही माणसे सुद्धा चांगली असतात याचं उदाहरण म्हणजे आम्ही महाराष्ट्रातुन कर्नाटकांत जात असताना आमची बस रस्त्याच्या बाजूला एका धाब्यावर थांबली होती. एक तृतीय पंथी हातात भाजीपाला विकायला घेऊन जात असताना बस मधल्या एका प्रवाशाने मुंबईत जस बोलतात त्या प्रमाणे तीला आवाज दिला . बसमध्ये रस्ता दाखविण्या साठी एक तिथला एक कानडी माणूस होता तो बोलला असं काही बोलू नका इथली लोक तुम्हाला मारतील. त्या तृतीय पंथीबाईला त्या गावातील लोक चांगला सन्मान देतात. कारण तिने एका माणसाबरोबर लग्न केलं आहे आणि त्याच्या मुलांचा ती सांभाळ करते त्या मुलांची आई लहानपणीच काही आजारपणाने वारली होती. मुलांना शाळेत पोहोचविणे त्यांना जेवण करून घालणे आणि त्याच्या शेतीत काम  करून त्या माणसाच्या संसाराला हातभार लावते. हे ऐकून बस मधल्या एका माणसाने तिला बसमधूनच सलाम मारला आणि बोलला तिच्या बरोबर लग्न करणारा माणूस खरच देवमाणूस असला पाहिजे. हे ऐकून बस मधील सर्व लोक त्या तृतीय पंथी बाई कडे आदराने बघु लागले.,Non-anti-LGBT+ content
Pudhe jaun kay karnar ahet,Non-anti-LGBT+ content
बापु कडलावलासकि महाराज का झाला नाही स,Non-anti-LGBT+ content
"Amit Narkhede cartoons ,चित्रपट पहा आजकालचे....मुद्दाम यावर भर दिला जातोय त्यामुळे लहान वयातच या भावना निर्माण केल्या जातात आणि ते नॉर्मल आहे असे दाखवले जाते....",Non-anti-LGBT+ content
"Transgender ha kahi vegla ghatak nahiye to hi normal ch ahe, interviewer la  vinanti ahe Ashe reaction deun swatala matimanda ani ashikshit siddha karu naka tumchya aai vadillani khup mehanat gheun tumhala shikavun ha video banavnya layak tayar kelay nidan tya layki nusar vaga😊",Non-anti-LGBT+ content
एक नंबर दिशा ताई,Non-anti-LGBT+ content
Ny hou shakat.. Baki ti purnapane mulgich ahe fakt baby ny hou shakat,Non-anti-LGBT+ content
Vedzave ahat...Kai swatahala shahane samajata kai,Homophobia
पत्रकाराने चांगले प्रश्न विचारून दोघांनाही बोलतं केलं. व्यक्तिस्वातंत्र्याचा मुद्दा शिवलक्ष्मीने चांगला मांडला.,Non-anti-LGBT+ content
"माईला माझ आयूष्य घराब झाल ,
मला अस कोनिती का भेटलि नाहि..😢😢",Non-anti-LGBT+ content
आजकाल चाया स्त्रिया पेक्षा हे अशाया स्त्रिया खुप खरया आहेत .आणि घर पण टिकवू शकतात मनात कुचका विचार आणि लावलावी करणे नवऱ्या बरोबर राहून दुसऱ्या वरती जास्त फिदा असतात प्रेम करून धोका पण देतात अपल निभावलं की तू कोण आणि मी कोण आणि परत त्या मुलाचं चांगल झाल की जळतात   मुला ची चूक नसताना भररस्त्यात यायला मारतात पब्लिक लवाटत की मुलाची चुकी आहे काही मुली पैसा बगून  मुलांना फसवतात किंवा लग्न करतात सुंदर मन आणि विचार नाही बागत रांग बगतात आणि काही खेळ पण खळतात.आषया ना तुम्ही ऐक खरया खुऱ्या स्त्रीचं दर्शन करून दिलं आहे . तुम्हा सदा सुकी रहा 🙌 ही ईश्वर चरणी प्रार्थना 🙏,Non-anti-LGBT+ content
हॅलो माय लियाकतखानपठान साप्ताहिक खरे सवा शेर संपादक सगमनेर जि अहमदनगर जिले में सगमनेर शीरङी के पास से हूँ मोबाइल 9665282010,Non-anti-LGBT+ content
अतिशय सुंदर निर्णय आहे बाळू तुजा ..समाज काय म्हणतोय त्यापैकी तुला काय आवडतेय ते खूप महत्वाचं आहे.. जो तु निर्णय घेतला तो शेवट पर्यंत ठिकवून ठेव.....आयुष्यात मन तोडणार नाही तर मन जपणारा खूप मोठा असतो ....तुमच्या वैवाहिक जीवन सुख समृद्धी लाभो अशी दत्त गुरु चरणी पार्थना करतो...,Non-anti-LGBT+ content
धन्यवाद कौस्तुभ! आणि share सुद्धा करा😄,Non-anti-LGBT+ content
आपणांस हार्दिक शुभेच्छा,Non-anti-LGBT+ content
Por kadun posaycha trass hoto mhnun hi ther,Non-anti-LGBT+ content
"खूपच संघर्षमय जिवंगाथा आहे,ह्यांना यांचे हक्क मिळालेच पाहिजेत,त्या पण कुणापेक्षा कमी नाहीत हे त्या दाखवून देत आहेत,अभिमानास्पद🤗🤗",Non-anti-LGBT+ content
Kiti ghanerade vichar..,Homophobia
प्लीज या विषयात मनुस्मृती आणू नका,Non-anti-LGBT+ content
Kay murkh mans ahet,Homophobia
Khup khup abhinandan 💕💕,Non-anti-LGBT+ content
Deven Pogere hyacha porga kon ahe pan??,Non-anti-LGBT+ content
court next jari mannyata dili tari.. tumhala samaj kiti mannyata deto.. shevti tumhi samajat rahta Ani te pan Pune madhe.tyani phkt eka flat lach Ghar manale ahe..,Non-anti-LGBT+ content
बाळूला पुढील आणि मागील वाटचालीस शुभेच्छा,Transphobia
Laanat hy,Homophobia
बरोबर भावा असले फालतू निर्णय,Non-anti-LGBT+ content
"हे लोक जर खरोखर उच्च पदावर बसविले तर भ्रष्टाचाराला नक्कीच आळा बसेल कारण ते कोणासाठी पैसे खानार ??

",Non-anti-LGBT+ content
कुटून बुद्धी सुचली रे तुमा दोघाला काय फालतू पणा आहे हा,Homophobia
Gramin bhagat muli bhetenashya jhalay bhau.. aani shetkari la koni vali nahi.. saglya mulina city mde flat aani gadi vala navara haway .. mulanchi stiti khup bekar aali Rao,Non-anti-LGBT+ content
Mazyasobat karto ka,Non-anti-LGBT+ content
Yevdha samanjas pana normal loan madhe pan nasto…,Non-anti-LGBT+ content
love u tai mla tumhal bhetnaychi khup ecchh ahe,Non-anti-LGBT+ content
साल्यांनो तुमची अमेरिकेत आय घाला,Homophobia
लोक शिकुन सुधरतात की बिघडतात हेच समजत नाही,Homophobia
Bisexual chi definition wrong sangital. Tyana je bolaych aahe te pansexual mahantat,Non-anti-LGBT+ content
TUMHI TAI SGLYA MAHAN AHAT HUSAR,Non-anti-LGBT+ content
"बाळू सलाम तुला ! 🙏 या जगात विश्वासाचं माणूस भेटणं ही गोष्टच 🙏खूप दुर्मिळ झालीय. कित्येकांना लग्न करून पण मुल होत नाहीतच की, मुळात लग्नाचा उद्देश एक साथी प्राप्त करण हा आहे...! वंश हा एक  स्वार्थ आहे. तुम्ही त्यागला... सलाम 🙏 बाळू शुभेच्छा. भावा तू समाजानं नाकारलेल्या एकाला आदराच स्थान प्राप्त करून दिलस. 👍👍तुम्हाला या जगातली सगळी सुख मिळो 💐💐🙏🙏",Non-anti-LGBT+ content
Faltu giri ahe,Homophobia
ते त्यांचं बघतील तू कशाला काळजी करतोस,Non-anti-LGBT+ content
"Mulga jnmla ki , motha zalyas hunda ynar mhnun pedhe vatanare, an mulgi zali ki janu hyachya ghari koni melac hay ase thobad padun bsnare maybap aana atta suna kuthun antatr , 1000 mule an 947 striya mhnje yapude 53mulana trutiypntyanshi lagn krave lagel, tya dadala lgnachya an sglya mhilana mahila dinachya shubhechya

",Non-anti-LGBT+ content
He khup chukiche aahe,Homophobia
"ला खरं तर हे कोडंच आहे की हा प्रकार काय आहे ,कारण तुम्ही पूर्णपणे स्त्री च वाटता ,आवाज सुद्धा स्त्री सारखाच आहे तुमचा",Transphobia
"गाडीतुन उतरतांना कृपया पायदान व प्लॅटफाॅर्ममधील अंतरासोबत 
मागून लागलेल्या टेकूकडे पण लक्ष द्या.",Non-anti-LGBT+ content
मी खूप रेस्पेक्ट करते याची अर्धनारीश्वर हे या 🙏🙏,Non-anti-LGBT+ content
"Atkya surgery karayala piase kuthun yetat.. ikde.. mulvyadh ch operation karata yet nahi...
Mla nahi aahe.. lokanchi bhavana sangtoy",Non-anti-LGBT+ content
Balu proud of u tumhi khup changla vichar samajapude aanla aahe very good,Non-anti-LGBT+ content
mag sanskaranche kahich mahavtva nahi ka ? Sonawani sir is right…,Non-anti-LGBT+ content
यांनी आता एक अनाथ आश्रम शाळा मधून एखादा मुल बाळ दित्तक घ्यावे आणि संसार सुरू करावा ,Non-anti-LGBT+ content
yana kay krawa ata pagal law............d........e,Homophobia
"Bharatat tyancha Kahi status aasaylach nahi pahije , kaay aahe he kashala discuss  karaych 🤷🏻‍♂️🤷🏻‍♂️",Non-anti-LGBT+ content
Ase changle kary fakt marathvada madhe ghadte,Non-anti-LGBT+ content
Prattek sajivat baslel ahe mahnje Te shikvan ahe. Bharti Sanskrit madhe asla ulta Lokana Jaga nahi,Non-anti-LGBT+ content
"Nemak. Kon  konachi gand  marnar yanchyat.  Murkh sale



",Homophobia
Kiti hushar ahet he..,Non-anti-LGBT+ content
3 panthi help krtatat,Non-anti-LGBT+ content
"आई-बाबांचे होते एक स्वप्न..
""बाळू घरी घेऊन आला, भला मोठा सपना ",Non-anti-LGBT+ content
एक अनोखे उदाहरण तुम्ही समाजापुढे ठेवता आहात तुम्हा दोघांना भावी वैवाहिक जीवनासाठी खूप खूप शुभेच्छा.,Non-anti-LGBT+ content
Bhartat manyata nako. ...samlaingikta ha ajar ahe. ..Bharatat yala bandi havi...Russia madhe ban ahe,Homophobia
Aata kaay bolnar hya lokanna... Udya devane yeun sangitla tar tyala pan murkhat kadhtil…,Non-anti-LGBT+ content
काय दिवस आलेत बाबा,Homophobia
ata samajla mala ki tula triangle kasa mahit...sachin mala hi apeksha navti tujya kadun majya dog la pan nahi sodla tu..tune rohit ko dhoka diya hai,Non-anti-LGBT+ content
"Yes I m Gay, and always proud itself ❤️अमित आणि समीर दादा नक्कीच inspiration आहेत. India madhe Gay marriage लीगल होण कठीण आहे पन अशक्य नाही. आणि मी नेहमीच यासाठी प्रयत्न करत राहील 🏳️‍🌈",Non-anti-LGBT+ content
"Balu aani sanjay दोघे पवशेर आणि ये दोघे 80,80 किलोच्या 😁😁",Non-anti-LGBT+ content
Manuski mahvachi hech apla sanatani dharm shikvto..even mahabhartat pn shikhandi ulekh yeto,Non-anti-LGBT+ content
जिवन आज कुठल्या 🔃वळणावर आली पहा👀👍,Transphobia
"लग्न न करता ही दोघजन एकत्र राहिले असते तरी कोणाला काही फरक पडला नसता, ही काय फालतू गिरी आणि फुकटचा तमाशा. बर यातली बायको कोण आणि नवरा कोण ? मूल जन्माला घालन्यासाथी एका गर्भाची,स्त्री ची गरज लागते तो भाडयाने घेणार का ? मूर्ख लेकाचे, घोर कलियुग आले आहे आणि दूसरे काय म्हणनार. ज्या संबधातुन नव निर्मिति होऊ शकत नाही असले संबंध बनवायचे कशाला ?",Homophobia
 @saksh-qc2jk  Ajmal Kasab la kuni banavala hota...kahipan logic nako lavat jau...devani banavala mhanun kahi chutyapanti karnar ka???,Transphobia
Apamanit jeevan jaganya peksha sanmanan vaivahik ayushya jaga congrats,Non-anti-LGBT+ content
"Gauri tai,tumcha no send kara",Non-anti-LGBT+ content
"बाळू मला तुझ्या बद्दल खूप अभिमान वाटत भाऊ, पण एक सांग परीक्षेला रिकाम्या जागा कोण भरतो तुम्हां दोघा पैकी.... ",Non-anti-LGBT+ content
Are amhala ky sangto sambhal tuch,Homophobia
खुपचं छान मुलाखती आहे पांढरी साडीतील माउली बोलल्या ते हृदय स्पर्शी,Non-anti-LGBT+ content
Doke firlay.....ajun kay,Transphobia
"नालायक पणाचा कळस ,कायदा विकला गेला ,अतिशय घाणेरडी गोष्ट पुरुष पुरुषाला काय करणार नालायकानो लाजा धरा ,पुरुष पुरुषावर लैंगिक अत्याचार करेल ,पण मुलं कशी होणार .",Homophobia
